atividade_tipologia_id,data,tipologia_id,unidade_hotel,departamento,quartos_ocupados,quartos_checkout,quartos_stayover,carga_limpeza_min
AT1424,2025-10-12,TQ04,Unidade 1,Housekeeping,5,2,3,215
AT1425,2025-10-12,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT1426,2025-10-13,TQ01,Unidade 1,Housekeeping,12,4,8,220
AT1427,2025-10-13,TQ02,Unidade 1,Housekeeping,24,8,16,600
AT1428,2025-10-13,TQ03,Unidade 1,Housekeeping,21,7,14,574
AT1429,2025-10-13,TQ04,Unidade 1,Housekeeping,1,0,1,35
AT1430,2025-10-13,TQ05,Unidade 1,Housekeeping,4,1,3,230
AT1431,2025-10-14,TQ01,Unidade 1,Housekeeping,15,3,12,255
AT1432,2025-10-14,TQ02,Unidade 1,Housekeeping,34,7,27,785
AT1433,2025-10-14,TQ03,Unidade 1,Housekeeping,13,3,10,334
AT1434,2025-10-14,TQ04,Unidade 1,Housekeeping,7,1,6,265
AT1435,2025-10-14,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT1436,2025-10-15,TQ01,Unidade 1,Housekeeping,12,4,8,220
AT1437,2025-10-15,TQ02,Unidade 1,Housekeeping,33,10,23,810
AT1438,2025-10-15,TQ03,Unidade 1,Housekeeping,23,7,16,618
AT1439,2025-10-15,TQ04,Unidade 1,Housekeeping,4,1,3,160
AT1440,2025-10-15,TQ05,Unidade 1,Housekeeping,2,1,1,130
AT1441,2025-10-16,TQ01,Unidade 1,Housekeeping,13,4,9,235
AT1442,2025-10-16,TQ02,Unidade 1,Housekeeping,27,10,17,690
AT1443,2025-10-16,TQ03,Unidade 1,Housekeeping,25,9,16,694
AT1444,2025-10-16,TQ04,Unidade 1,Housekeeping,8,3,5,340
AT1445,2025-10-16,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT1446,2025-10-17,TQ01,Unidade 1,Housekeeping,16,2,14,260
AT1447,2025-10-17,TQ02,Unidade 1,Housekeeping,27,9,18,675
AT1448,2025-10-17,TQ03,Unidade 1,Housekeeping,20,7,13,552
AT1449,2025-10-17,TQ04,Unidade 1,Housekeeping,10,6,4,470
AT1450,2025-10-17,TQ05,Unidade 1,Housekeeping,2,1,1,130
AT1451,2025-10-18,TQ01,Unidade 1,Housekeeping,24,7,17,430
AT1452,2025-10-18,TQ02,Unidade 1,Housekeeping,35,9,26,835
AT1453,2025-10-18,TQ03,Unidade 1,Housekeeping,18,5,13,476
AT1454,2025-10-18,TQ04,Unidade 1,Housekeeping,2,0,2,70
AT1455,2025-10-18,TQ05,Unidade 1,Housekeeping,3,1,2,180
AT1456,2025-10-19,TQ01,Unidade 1,Housekeeping,19,3,16,315
AT1457,2025-10-19,TQ02,Unidade 1,Housekeeping,26,5,21,595
AT1458,2025-10-19,TQ03,Unidade 1,Housekeeping,25,6,19,646
AT1459,2025-10-19,TQ04,Unidade 1,Housekeeping,6,1,5,230
AT1460,2025-10-19,TQ05,Unidade 1,Housekeeping,5,2,3,310
AT1461,2025-10-20,TQ01,Unidade 1,Housekeeping,18,5,13,320
AT1462,2025-10-20,TQ02,Unidade 1,Housekeeping,36,11,25,885
AT1463,2025-10-20,TQ03,Unidade 1,Housekeeping,7,2,5,186
AT1464,2025-10-20,TQ04,Unidade 1,Housekeeping,5,2,3,215
AT1465,2025-10-20,TQ05,Unidade 1,Housekeeping,3,1,2,180
AT1466,2025-10-21,TQ01,Unidade 1,Housekeeping,19,6,13,345
AT1467,2025-10-21,TQ02,Unidade 1,Housekeeping,31,11,20,785
AT1468,2025-10-21,TQ03,Unidade 1,Housekeeping,22,8,14,612
AT1469,2025-10-21,TQ04,Unidade 1,Housekeeping,3,1,2,125
AT1470,2025-10-21,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT1471,2025-10-22,TQ01,Unidade 1,Housekeeping,25,10,15,475
AT1472,2025-10-22,TQ02,Unidade 1,Housekeeping,25,10,15,650
AT1473,2025-10-22,TQ03,Unidade 1,Housekeeping,16,6,10,448
AT1474,2025-10-22,TQ04,Unidade 1,Housekeeping,6,2,4,250
AT1475,2025-10-22,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT1476,2025-10-23,TQ01,Unidade 1,Housekeeping,15,6,9,285
AT1477,2025-10-23,TQ02,Unidade 1,Housekeeping,42,15,27,1065
AT1478,2025-10-23,TQ03,Unidade 1,Housekeeping,6,2,4,164
AT1479,2025-10-23,TQ04,Unidade 1,Housekeeping,3,1,2,125
AT1480,2025-10-23,TQ05,Unidade 1,Housekeeping,2,1,1,130
AT1481,2025-10-24,TQ01,Unidade 1,Housekeeping,21,4,17,355
AT1482,2025-10-24,TQ02,Unidade 1,Housekeeping,29,6,23,670
AT1483,2025-10-24,TQ03,Unidade 1,Housekeeping,20,4,16,504
AT1484,2025-10-24,TQ04,Unidade 1,Housekeeping,9,2,7,355
AT1485,2025-10-24,TQ05,Unidade 1,Housekeeping,3,1,2,180
AT1486,2025-10-25,TQ01,Unidade 1,Housekeeping,24,9,15,450
AT1487,2025-10-25,TQ02,Unidade 1,Housekeeping,40,14,26,1010
AT1488,2025-10-25,TQ03,Unidade 1,Housekeeping,13,5,8,366
AT1489,2025-10-25,TQ04,Unidade 1,Housekeeping,4,2,2,180
AT1490,2025-10-25,TQ05,Unidade 1,Housekeeping,4,1,3,230
AT1491,2025-10-26,TQ01,Unidade 1,Housekeeping,27,8,19,485
AT1492,2025-10-26,TQ02,Unidade 1,Housekeeping,40,12,28,980
AT1493,2025-10-26,TQ03,Unidade 1,Housekeeping,12,4,8,328
AT1494,2025-10-26,TQ04,Unidade 1,Housekeeping,7,2,5,285
AT1495,2025-10-26,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT1496,2025-10-27,TQ01,Unidade 1,Housekeeping,19,4,15,325
AT1497,2025-10-27,TQ02,Unidade 1,Housekeeping,22,5,17,515
AT1498,2025-10-27,TQ03,Unidade 1,Housekeeping,22,5,17,564
AT1499,2025-10-27,TQ04,Unidade 1,Housekeeping,10,3,7,410
AT1500,2025-10-27,TQ05,Unidade 1,Housekeeping,2,0,2,100
AT1501,2025-10-28,TQ01,Unidade 1,Housekeeping,26,7,19,460
AT1502,2025-10-28,TQ02,Unidade 1,Housekeeping,19,5,14,455
AT1503,2025-10-28,TQ03,Unidade 1,Housekeeping,12,3,9,312
AT1504,2025-10-28,TQ04,Unidade 1,Housekeeping,10,3,7,410
AT1505,2025-10-28,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT1506,2025-10-29,TQ01,Unidade 1,Housekeeping,26,7,19,460
AT1507,2025-10-29,TQ02,Unidade 1,Housekeeping,21,8,13,540
AT1508,2025-10-29,TQ03,Unidade 1,Housekeeping,16,6,10,448
AT1509,2025-10-29,TQ04,Unidade 1,Housekeeping,1,0,1,35
AT1510,2025-10-29,TQ05,Unidade 1,Housekeeping,5,5,0,400
AT1511,2025-10-30,TQ01,Unidade 1,Housekeeping,29,10,19,535
AT1512,2025-10-30,TQ02,Unidade 1,Housekeeping,20,7,13,505
AT1513,2025-10-30,TQ03,Unidade 1,Housekeeping,23,8,15,634
AT1514,2025-10-30,TQ04,Unidade 1,Housekeeping,3,1,2,125
AT1515,2025-10-30,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT1516,2025-10-31,TQ01,Unidade 1,Housekeeping,26,8,18,470
AT1517,2025-10-31,TQ02,Unidade 1,Housekeeping,36,12,24,900
AT1518,2025-10-31,TQ03,Unidade 1,Housekeeping,15,5,10,410
AT1519,2025-10-31,TQ04,Unidade 1,Housekeeping,1,0,1,35
AT1520,2025-10-31,TQ05,Unidade 1,Housekeeping,2,1,1,130
AT1521,2025-11-01,TQ01,Unidade 1,Housekeeping,22,7,15,400
AT1522,2025-11-01,TQ02,Unidade 1,Housekeeping,39,12,27,960
AT1523,2025-11-01,TQ03,Unidade 1,Housekeeping,13,4,9,350
AT1524,2025-11-01,TQ04,Unidade 1,Housekeeping,6,2,4,250
AT1525,2025-11-01,TQ05,Unidade 1,Housekeeping,4,1,3,230
AT1526,2025-11-02,TQ01,Unidade 1,Housekeeping,21,6,15,375
AT1527,2025-11-02,TQ02,Unidade 1,Housekeeping,37,11,26,905
AT1528,2025-11-02,TQ03,Unidade 1,Housekeeping,15,4,11,394
AT1529,2025-11-02,TQ04,Unidade 1,Housekeeping,7,2,5,285
AT1530,2025-11-02,TQ05,Unidade 1,Housekeeping,4,1,3,230
AT1531,2025-11-03,TQ01,Unidade 1,Housekeeping,12,3,9,210
AT1532,2025-11-03,TQ02,Unidade 1,Housekeeping,41,9,32,955
AT1533,2025-11-03,TQ03,Unidade 1,Housekeeping,17,3,14,422
AT1534,2025-11-03,TQ04,Unidade 1,Housekeeping,4,1,3,160
AT1535,2025-11-03,TQ05,Unidade 1,Housekeeping,4,1,3,230
AT1536,2025-11-04,TQ01,Unidade 1,Housekeeping,13,4,9,235
AT1537,2025-11-04,TQ02,Unidade 1,Housekeeping,32,10,22,790
AT1538,2025-11-04,TQ03,Unidade 1,Housekeeping,21,7,14,574
AT1539,2025-11-04,TQ04,Unidade 1,Housekeeping,3,1,2,125
AT1540,2025-11-04,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT1541,2025-11-05,TQ01,Unidade 1,Housekeeping,11,2,9,185
AT1542,2025-11-05,TQ02,Unidade 1,Housekeeping,33,11,22,825
AT1543,2025-11-05,TQ03,Unidade 1,Housekeeping,25,9,16,694
AT1544,2025-11-05,TQ04,Unidade 1,Housekeeping,3,1,2,125
AT1545,2025-11-05,TQ05,Unidade 1,Housekeeping,2,1,1,130
AT1546,2025-11-06,TQ01,Unidade 1,Housekeeping,26,9,17,480
AT1547,2025-11-06,TQ02,Unidade 1,Housekeeping,12,4,8,300
AT1548,2025-11-06,TQ03,Unidade 1,Housekeeping,21,7,14,574
AT1549,2025-11-06,TQ04,Unidade 1,Housekeeping,10,3,7,410
AT1550,2025-11-06,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT1551,2025-11-07,TQ01,Unidade 1,Housekeeping,30,11,19,560
AT1552,2025-11-07,TQ02,Unidade 1,Housekeeping,18,7,11,465
AT1553,2025-11-07,TQ03,Unidade 1,Housekeeping,25,9,16,694
AT1554,2025-11-07,TQ04,Unidade 1,Housekeeping,2,1,1,90
AT1555,2025-11-07,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT1556,2025-11-08,TQ01,Unidade 1,Housekeeping,18,4,14,310
AT1557,2025-11-08,TQ02,Unidade 1,Housekeeping,40,9,31,935
AT1558,2025-11-08,TQ03,Unidade 1,Housekeeping,23,5,18,586
AT1559,2025-11-08,TQ04,Unidade 1,Housekeeping,2,0,2,70
AT1560,2025-11-08,TQ05,Unidade 1,Housekeeping,5,2,3,310
AT1561,2025-11-09,TQ01,Unidade 1,Housekeeping,30,7,23,520
AT1562,2025-11-09,TQ02,Unidade 1,Housekeeping,34,8,26,800
AT1563,2025-11-09,TQ03,Unidade 1,Housekeeping,13,4,9,350
AT1564,2025-11-09,TQ04,Unidade 1,Housekeeping,5,1,4,195
AT1565,2025-11-09,TQ05,Unidade 1,Housekeeping,5,5,0,400
AT1566,2025-11-10,TQ01,Unidade 1,Housekeeping,21,5,16,365
AT1567,2025-11-10,TQ02,Unidade 1,Housekeeping,40,9,31,935
AT1568,2025-11-10,TQ03,Unidade 1,Housekeeping,12,3,9,312
AT1569,2025-11-10,TQ04,Unidade 1,Housekeeping,1,0,1,35
AT1570,2025-11-10,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT1571,2025-11-11,TQ01,Unidade 1,Housekeeping,24,5,19,410
AT1572,2025-11-11,TQ02,Unidade 1,Housekeeping,28,6,22,650
AT1573,2025-11-11,TQ03,Unidade 1,Housekeeping,19,4,15,482
AT1574,2025-11-11,TQ04,Unidade 1,Housekeeping,7,2,5,285
AT1575,2025-11-11,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT1576,2025-11-12,TQ01,Unidade 1,Housekeeping,24,8,16,440
AT1577,2025-11-12,TQ02,Unidade 1,Housekeeping,23,7,16,565
AT1578,2025-11-12,TQ03,Unidade 1,Housekeeping,12,4,8,328
AT1579,2025-11-12,TQ04,Unidade 1,Housekeeping,10,3,7,410
AT1580,2025-11-12,TQ05,Unidade 1,Housekeeping,3,1,2,180
AT1581,2025-11-13,TQ01,Unidade 1,Housekeeping,6,2,4,110
AT1582,2025-11-13,TQ02,Unidade 1,Housekeeping,46,15,31,1145
AT1583,2025-11-13,TQ03,Unidade 1,Housekeeping,18,6,12,492
AT1584,2025-11-13,TQ04,Unidade 1,Housekeeping,1,1,0,55
AT1585,2025-11-13,TQ05,Unidade 1,Housekeeping,4,1,3,230
AT1586,2025-11-14,TQ01,Unidade 1,Housekeeping,28,10,18,520
AT1587,2025-11-14,TQ02,Unidade 1,Housekeeping,35,13,22,895
AT1588,2025-11-14,TQ03,Unidade 1,Housekeeping,13,5,8,366
AT1589,2025-11-14,TQ04,Unidade 1,Housekeeping,0,0,0,0
AT1590,2025-11-14,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT1591,2025-11-15,TQ01,Unidade 1,Housekeeping,26,8,18,470
AT1592,2025-11-15,TQ02,Unidade 1,Housekeeping,40,13,27,995
AT1593,2025-11-15,TQ03,Unidade 1,Housekeeping,16,5,11,432
AT1594,2025-11-15,TQ04,Unidade 1,Housekeeping,3,1,2,125
AT1595,2025-11-15,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT1596,2025-11-16,TQ01,Unidade 1,Housekeeping,25,8,17,455
AT1597,2025-11-16,TQ02,Unidade 1,Housekeeping,42,13,29,1035
AT1598,2025-11-16,TQ03,Unidade 1,Housekeeping,12,4,8,328
AT1599,2025-11-16,TQ04,Unidade 1,Housekeeping,2,0,2,70
AT1600,2025-11-16,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT1601,2025-11-17,TQ01,Unidade 1,Housekeeping,13,2,11,215
AT1602,2025-11-17,TQ02,Unidade 1,Housekeeping,36,10,26,870
AT1603,2025-11-17,TQ03,Unidade 1,Housekeeping,13,3,10,334
AT1604,2025-11-17,TQ04,Unidade 1,Housekeeping,5,1,4,195
AT1605,2025-11-17,TQ05,Unidade 1,Housekeeping,5,3,2,340
AT1606,2025-11-18,TQ01,Unidade 1,Housekeeping,27,5,22,455
AT1607,2025-11-18,TQ02,Unidade 1,Housekeeping,21,4,17,480
AT1608,2025-11-18,TQ03,Unidade 1,Housekeeping,25,6,19,646
AT1609,2025-11-18,TQ04,Unidade 1,Housekeeping,1,0,1,35
AT1610,2025-11-18,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT1611,2025-11-19,TQ01,Unidade 1,Housekeeping,13,4,9,235
AT1612,2025-11-19,TQ02,Unidade 1,Housekeeping,35,10,25,850
AT1613,2025-11-19,TQ03,Unidade 1,Housekeeping,12,4,8,328
AT1614,2025-11-19,TQ04,Unidade 1,Housekeeping,7,2,5,285
AT1615,2025-11-19,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT1616,2025-11-20,TQ01,Unidade 1,Housekeeping,30,3,27,480
AT1617,2025-11-20,TQ02,Unidade 1,Housekeeping,23,5,18,535
AT1618,2025-11-20,TQ03,Unidade 1,Housekeeping,17,4,13,438
AT1619,2025-11-20,TQ04,Unidade 1,Housekeeping,10,5,5,450
AT1620,2025-11-20,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT1621,2025-11-21,TQ01,Unidade 1,Housekeeping,12,2,10,200
AT1622,2025-11-21,TQ02,Unidade 1,Housekeeping,30,6,24,690
AT1623,2025-11-21,TQ03,Unidade 1,Housekeeping,18,3,15,444
AT1624,2025-11-21,TQ04,Unidade 1,Housekeeping,8,2,6,320
AT1625,2025-11-21,TQ05,Unidade 1,Housekeeping,5,1,4,280
AT1626,2025-11-22,TQ01,Unidade 1,Housekeeping,21,6,15,375
AT1627,2025-11-22,TQ02,Unidade 1,Housekeeping,29,8,21,700
AT1628,2025-11-22,TQ03,Unidade 1,Housekeeping,17,4,13,438
AT1629,2025-11-22,TQ04,Unidade 1,Housekeeping,6,2,4,250
AT1630,2025-11-22,TQ05,Unidade 1,Housekeeping,5,1,4,280
AT1631,2025-11-23,TQ01,Unidade 1,Housekeeping,26,5,21,440
AT1632,2025-11-23,TQ02,Unidade 1,Housekeeping,35,7,28,805
AT1633,2025-11-23,TQ03,Unidade 1,Housekeeping,18,4,14,460
AT1634,2025-11-23,TQ04,Unidade 1,Housekeeping,10,3,7,410
AT1635,2025-11-23,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT1636,2025-11-24,TQ01,Unidade 1,Housekeeping,24,5,19,410
AT1637,2025-11-24,TQ02,Unidade 1,Housekeeping,24,6,18,570
AT1638,2025-11-24,TQ03,Unidade 1,Housekeeping,25,7,18,662
AT1639,2025-11-24,TQ04,Unidade 1,Housekeeping,2,0,2,70
AT1640,2025-11-24,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT1641,2025-11-25,TQ01,Unidade 1,Housekeeping,16,4,12,280
AT1642,2025-11-25,TQ02,Unidade 1,Housekeeping,34,8,26,800
AT1643,2025-11-25,TQ03,Unidade 1,Housekeeping,19,5,14,498
AT1644,2025-11-25,TQ04,Unidade 1,Housekeeping,3,1,2,125
AT1645,2025-11-25,TQ05,Unidade 1,Housekeeping,2,0,2,100
AT1646,2025-11-26,TQ01,Unidade 1,Housekeeping,21,4,17,355
AT1647,2025-11-26,TQ02,Unidade 1,Housekeeping,34,9,25,815
AT1648,2025-11-26,TQ03,Unidade 1,Housekeeping,8,2,6,208
AT1649,2025-11-26,TQ04,Unidade 1,Housekeeping,10,4,6,430
AT1650,2025-11-26,TQ05,Unidade 1,Housekeeping,2,0,2,100
AT1651,2025-11-27,TQ01,Unidade 1,Housekeeping,15,4,11,265
AT1652,2025-11-27,TQ02,Unidade 1,Housekeeping,29,8,21,700
AT1653,2025-11-27,TQ03,Unidade 1,Housekeeping,25,7,18,662
AT1654,2025-11-27,TQ04,Unidade 1,Housekeeping,1,0,1,35
AT1655,2025-11-27,TQ05,Unidade 1,Housekeeping,2,1,1,130
AT1656,2025-11-28,TQ01,Unidade 1,Housekeeping,24,8,16,440
AT1657,2025-11-28,TQ02,Unidade 1,Housekeeping,25,9,16,635
AT1658,2025-11-28,TQ03,Unidade 1,Housekeeping,16,6,10,448
AT1659,2025-11-28,TQ04,Unidade 1,Housekeeping,4,1,3,160
AT1660,2025-11-28,TQ05,Unidade 1,Housekeeping,4,1,3,230
AT1661,2025-11-29,TQ01,Unidade 1,Housekeeping,15,2,13,245
AT1662,2025-11-29,TQ02,Unidade 1,Housekeeping,36,7,29,825
AT1663,2025-11-29,TQ03,Unidade 1,Housekeeping,20,4,16,504
AT1664,2025-11-29,TQ04,Unidade 1,Housekeeping,10,3,7,410
AT1665,2025-11-29,TQ05,Unidade 1,Housekeeping,3,1,2,180
AT1666,2025-11-30,TQ01,Unidade 1,Housekeeping,23,4,19,385
AT1667,2025-11-30,TQ02,Unidade 1,Housekeeping,29,8,21,700
AT1668,2025-11-30,TQ03,Unidade 1,Housekeeping,25,10,15,710
AT1669,2025-11-30,TQ04,Unidade 1,Housekeeping,2,1,1,90
AT1670,2025-11-30,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT1671,2025-12-01,TQ01,Unidade 1,Housekeeping,11,3,8,195
AT1672,2025-12-01,TQ02,Unidade 1,Housekeeping,30,9,21,735
AT1673,2025-12-01,TQ03,Unidade 1,Housekeeping,17,5,12,454
AT1674,2025-12-01,TQ04,Unidade 1,Housekeeping,3,1,2,125
AT1675,2025-12-01,TQ05,Unidade 1,Housekeeping,3,1,2,180
AT1676,2025-12-02,TQ01,Unidade 1,Housekeeping,10,4,6,190
AT1677,2025-12-02,TQ02,Unidade 1,Housekeeping,24,9,15,615
AT1678,2025-12-02,TQ03,Unidade 1,Housekeeping,7,2,5,186
AT1679,2025-12-02,TQ04,Unidade 1,Housekeeping,5,2,3,215
AT1680,2025-12-02,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT1681,2025-12-03,TQ01,Unidade 1,Housekeeping,7,2,5,125
AT1682,2025-12-03,TQ02,Unidade 1,Housekeeping,18,5,13,435
AT1683,2025-12-03,TQ03,Unidade 1,Housekeeping,14,4,10,372
AT1684,2025-12-03,TQ04,Unidade 1,Housekeeping,3,1,2,125
AT1685,2025-12-03,TQ05,Unidade 1,Housekeeping,2,1,1,130
AT1686,2025-12-04,TQ01,Unidade 1,Housekeeping,8,2,6,140
AT1687,2025-12-04,TQ02,Unidade 1,Housekeeping,25,5,20,575
AT1688,2025-12-04,TQ03,Unidade 1,Housekeeping,11,2,9,274
AT1689,2025-12-04,TQ04,Unidade 1,Housekeeping,1,0,1,35
AT1690,2025-12-04,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT1691,2025-12-05,TQ01,Unidade 1,Housekeeping,14,3,11,240
AT1692,2025-12-05,TQ02,Unidade 1,Housekeeping,25,5,20,575
AT1693,2025-12-05,TQ03,Unidade 1,Housekeeping,8,2,6,208
AT1694,2025-12-05,TQ04,Unidade 1,Housekeeping,7,1,6,265
AT1695,2025-12-05,TQ05,Unidade 1,Housekeeping,2,0,2,100
AT1696,2025-12-06,TQ01,Unidade 1,Housekeeping,18,6,12,330
AT1697,2025-12-06,TQ02,Unidade 1,Housekeeping,22,8,14,560
AT1698,2025-12-06,TQ03,Unidade 1,Housekeeping,11,4,7,306
AT1699,2025-12-06,TQ04,Unidade 1,Housekeeping,1,1,0,55
AT1700,2025-12-06,TQ05,Unidade 1,Housekeeping,5,2,3,310
AT1701,2025-12-07,TQ01,Unidade 1,Housekeeping,18,4,14,310
AT1702,2025-12-07,TQ02,Unidade 1,Housekeeping,14,3,11,325
AT1703,2025-12-07,TQ03,Unidade 1,Housekeeping,15,3,12,378
AT1704,2025-12-07,TQ04,Unidade 1,Housekeeping,4,1,3,160
AT1705,2025-12-07,TQ05,Unidade 1,Housekeeping,5,2,3,310
AT1706,2025-12-08,TQ01,Unidade 1,Housekeeping,6,2,4,110
AT1707,2025-12-08,TQ02,Unidade 1,Housekeeping,26,8,18,640
AT1708,2025-12-08,TQ03,Unidade 1,Housekeeping,20,6,14,536
AT1709,2025-12-08,TQ04,Unidade 1,Housekeeping,6,2,4,250
AT1710,2025-12-08,TQ05,Unidade 1,Housekeeping,3,1,2,180
AT1711,2025-12-09,TQ01,Unidade 1,Housekeeping,8,2,6,140
AT1712,2025-12-09,TQ02,Unidade 1,Housekeeping,25,7,18,605
AT1713,2025-12-09,TQ03,Unidade 1,Housekeeping,10,3,7,268
AT1714,2025-12-09,TQ04,Unidade 1,Housekeeping,4,1,3,160
AT1715,2025-12-09,TQ05,Unidade 1,Housekeeping,2,0,2,100
AT1716,2025-12-10,TQ01,Unidade 1,Housekeeping,10,3,7,180
AT1717,2025-12-10,TQ02,Unidade 1,Housekeeping,21,6,15,510
AT1718,2025-12-10,TQ03,Unidade 1,Housekeeping,10,3,7,268
AT1719,2025-12-10,TQ04,Unidade 1,Housekeeping,2,0,2,70
AT1720,2025-12-10,TQ05,Unidade 1,Housekeeping,2,0,2,100
AT1721,2025-12-11,TQ01,Unidade 1,Housekeeping,19,7,12,355
AT1722,2025-12-11,TQ02,Unidade 1,Housekeeping,17,6,11,430
AT1723,2025-12-11,TQ03,Unidade 1,Housekeeping,5,2,3,142
AT1724,2025-12-11,TQ04,Unidade 1,Housekeeping,4,1,3,160
AT1725,2025-12-11,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT1726,2025-12-12,TQ01,Unidade 1,Housekeeping,6,2,4,110
AT1727,2025-12-12,TQ02,Unidade 1,Housekeeping,27,10,17,690
AT1728,2025-12-12,TQ03,Unidade 1,Housekeeping,15,6,9,426
AT1729,2025-12-12,TQ04,Unidade 1,Housekeeping,5,2,3,215
AT1730,2025-12-12,TQ05,Unidade 1,Housekeeping,2,1,1,130
AT1731,2025-12-13,TQ01,Unidade 1,Housekeeping,6,2,4,110
AT1732,2025-12-13,TQ02,Unidade 1,Housekeeping,32,8,24,760
AT1733,2025-12-13,TQ03,Unidade 1,Housekeeping,9,2,7,230
AT1734,2025-12-13,TQ04,Unidade 1,Housekeeping,4,1,3,160
AT1735,2025-12-13,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT1736,2025-12-14,TQ01,Unidade 1,Housekeeping,15,4,11,265
AT1737,2025-12-14,TQ02,Unidade 1,Housekeeping,27,7,20,645
AT1738,2025-12-14,TQ03,Unidade 1,Housekeeping,5,1,4,126
AT1739,2025-12-14,TQ04,Unidade 1,Housekeeping,5,1,4,195
AT1740,2025-12-14,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT1741,2025-12-15,TQ01,Unidade 1,Housekeeping,8,3,5,150
AT1742,2025-12-15,TQ02,Unidade 1,Housekeeping,13,5,8,335
AT1743,2025-12-15,TQ03,Unidade 1,Housekeeping,13,4,9,350
AT1744,2025-12-15,TQ04,Unidade 1,Housekeeping,6,2,4,250
AT1745,2025-12-15,TQ05,Unidade 1,Housekeeping,4,1,3,230
AT1746,2025-12-16,TQ01,Unidade 1,Housekeeping,14,5,9,260
AT1747,2025-12-16,TQ02,Unidade 1,Housekeeping,20,7,13,505
AT1748,2025-12-16,TQ03,Unidade 1,Housekeeping,6,2,4,164
AT1749,2025-12-16,TQ04,Unidade 1,Housekeeping,4,1,3,160
AT1750,2025-12-16,TQ05,Unidade 1,Housekeeping,2,1,1,130
AT1751,2025-12-17,TQ01,Unidade 1,Housekeeping,10,4,6,190
AT1752,2025-12-17,TQ02,Unidade 1,Housekeeping,28,10,18,710
AT1753,2025-12-17,TQ03,Unidade 1,Housekeeping,4,1,3,104
AT1754,2025-12-17,TQ04,Unidade 1,Housekeeping,7,2,5,285
AT1755,2025-12-17,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT1756,2025-12-18,TQ01,Unidade 1,Housekeeping,9,2,7,155
AT1757,2025-12-18,TQ02,Unidade 1,Housekeeping,18,5,13,435
AT1758,2025-12-18,TQ03,Unidade 1,Housekeeping,17,5,12,454
AT1759,2025-12-18,TQ04,Unidade 1,Housekeeping,10,4,6,430
AT1760,2025-12-18,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT1761,2025-12-19,TQ01,Unidade 1,Housekeeping,9,2,7,155
AT1762,2025-12-19,TQ02,Unidade 1,Housekeeping,27,7,20,645
AT1763,2025-12-19,TQ03,Unidade 1,Housekeeping,16,4,12,416
AT1764,2025-12-19,TQ04,Unidade 1,Housekeeping,3,1,2,125
AT1765,2025-12-19,TQ05,Unidade 1,Housekeeping,2,0,2,100
AT1766,2025-12-20,TQ01,Unidade 1,Housekeeping,12,5,7,230
AT1767,2025-12-20,TQ02,Unidade 1,Housekeeping,28,11,17,725
AT1768,2025-12-20,TQ03,Unidade 1,Housekeeping,12,4,8,328
AT1769,2025-12-20,TQ04,Unidade 1,Housekeeping,5,2,3,215
AT1770,2025-12-20,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT1771,2025-12-21,TQ01,Unidade 1,Housekeeping,9,3,6,165
AT1772,2025-12-21,TQ02,Unidade 1,Housekeeping,23,7,16,565
AT1773,2025-12-21,TQ03,Unidade 1,Housekeeping,21,7,14,574
AT1774,2025-12-21,TQ04,Unidade 1,Housekeeping,3,1,2,125
AT1775,2025-12-21,TQ05,Unidade 1,Housekeeping,4,1,3,230
AT1776,2025-12-22,TQ01,Unidade 1,Housekeeping,9,3,6,165
AT1777,2025-12-22,TQ02,Unidade 1,Housekeeping,22,7,15,545
AT1778,2025-12-22,TQ03,Unidade 1,Housekeeping,9,3,6,246
AT1779,2025-12-22,TQ04,Unidade 1,Housekeeping,3,1,2,125
AT1780,2025-12-22,TQ05,Unidade 1,Housekeeping,0,0,0,0
